company,title,location,url
Databricks,"Strategic Account Executive, UAE","London, United Kingdom",https://databricks.com/company/careers/open-positions/job?gh_jid=8452487002
Bugcrowd,Inside Sales Representative,New Hampshire Office,https://boards.greenhouse.io/bugcrowd/jobs/7651669?gh_jid=7651669
Curana Health,Psychotherapist/Counselor,"Philadelphia, PA, US",https://general-careers-curanahealth.icims.com/jobs/3375/psychotherapist-counselor/job
Databricks,Solutions Architect (Taiwan),Singapore,https://databricks.com/company/careers/open-positions/job?gh_jid=8499585002
Databricks,Strategic Core Account Executive - Discrete Manufacturing,"Berlin, Germany",https://databricks.com/company/careers/open-positions/job?gh_jid=8496220002
Databricks,Delivery Solutions Architect,"Brisbane, Australia; Melbourne, Australia",https://databricks.com/company/careers/open-positions/job?gh_jid=8476496002
VAST Data,Account Executive - Higher Ed & SLED - Gulf Coast,Atlanta,https://www.comeet.com/jobs/vastdata/43.001/account-executive---higher-ed--sled---gulf-coast/5D.D54-08.500
Coursera,Content Ingestion & Transformation Specialist,India,https://job-boards.greenhouse.io/coursera/jobs/5839408004
Tempus Labs,Lead Data Manager,United States of America,https://tempus.wd5.myworkdayjobs.com/Tempus_Careers/job/Remote---Texas/Lead-Data-Manager_JR202600250-1
Factory,Technical Recruiter,"San Francisco, CA, United States; San Francisco, CA",https://jobs.ashbyhq.com/factory/0b9e3171-59b3-4d16-9e83-56bb64a1aedf
Tempus Labs,Molecular Technologist,Atlanta; United States of America,https://tempus.wd5.myworkdayjobs.com/Tempus_Careers/job/Atlanta/Molecular-Technologist-I_JR202501079-1
Tulip Interfaces,Product Support Engineer,Japan - Remote,https://tulip.co/careers/job-posting/?gh_jid=7660945003
Databricks,"Manager, Field Engineering France","Paris, France",https://databricks.com/company/careers/open-positions/job?gh_jid=8491126002
Databricks,Delivery Solutions Architect,"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=8137000002
VAST Data,Communications Senior Manager APJC,Singapore,https://www.comeet.com/jobs/vastdata/43.001/communications-senior-manager-apjc/5A.565
Cloudflare,Senior Majors Solutions Engineer,Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7378442?gh_jid=7378442
TAE Technologies,Design Engineer,"Copernicus Office; Irvine, CA",https://recruiting2.ultipro.com/TRI1021TRIAE/JobBoard/49386e5d-f909-4648-8335-415ce97e3f15/OpportunityDetail?opportunityId=c7bf5356-a24d-487e-adee-ceb9ba39451e
NinjaOne,"Sales Manager, Customer Base","Sydney, New South Wales, Australia",https://jobs.jobvite.com/ninjaone/job/oVAWzfwK?nl=1&fr=true
NinjaOne,"Account Executive, LATAM","Tampa, Florida, United States",https://jobs.jobvite.com/ninjaone/job/oUQxzfwA?nl=1&fr=true
Tuya Smart,Energy Storage Software Product Lead (iEMS),"Shenzhen, Guangdong, China",https://www.linkedin.com/jobs/view/energy-storage-software-product-lead-iems-at-tuya-smart-4328064392
Ledgy,Staff/Senior Software Engineer,Spain,https://job-boards.eu.greenhouse.io/ledgy/jobs/4712707101
Databricks,Delivery Solutions Architect,"Seoul, South Korea",https://databricks.com/company/careers/open-positions/job?gh_jid=8482406002
Virtru,Global Public Sector  Senior Customer Success Manager,"London, UK - Hybrid",https://job-boards.greenhouse.io/virtru/jobs/4678173005
Formlabs,Technical Customer Support Agent - Italian speaking,"Budapest, Hungary",https://careers.formlabs.com/job/7607005/apply/?gh_jid=7607005
Cloudflare,Senior Solutions Engineer - Digital Native Enterprise - West,Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7518684?gh_jid=7518684
Nitra,"Commercial Lead, K-Beauty & Wellness","Washington, District of Columbia, USA",https://jobs.lever.co/nitra/6c7d5d73-07b0-435e-9726-3715c78ecfa2
Databricks,Enterprise Account Executive - Financial Services,"Montréal, Canada",https://databricks.com/company/careers/open-positions/job?gh_jid=8482144002
Tempus Labs,"Director, Marketing",Chicago; United States of America,https://tempus.wd5.myworkdayjobs.com/Tempus_Careers/job/Chicago/Director--Marketing_JR202600143
Veza,Executive Assistant,"Redwood City, CA - Hybrid",https://job-boards.greenhouse.io/veza/jobs/5788762004
Cloudflare,"Senior Named Account Executive, Japan",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7421718?gh_jid=7421718
NG.CASH,Senior Data Engineer,"São Paulo Area, Brazil",https://people-job-posts.vercel.app/jobs/4514382005
Sana,GTM Associate,"Abu Dhabi, Abu Dhabi, United Arab Emirates; Dubai, Dubai, United Arab Emirates; Abu Dhabi; Dubai",https://jobs.ashbyhq.com/sana-roles/60bb4137-0223-4394-80ef-9bbeb5032598
Formlabs,Electrical Engineer (Shenzhen),"Shenzhen, China",https://careers.formlabs.com/job/6234186/apply/?gh_jid=6234186
VAST Data,Senior Systems Engineer - Federal (DOE),United States,https://www.comeet.com/jobs/vastdata/43.001/senior-systems-engineer---federal-doe/56.463
Wheels Up,Time Critical Account Manager - Cargo,AE,https://careers-wheelsup.icims.com/jobs/3545/time-critical-account-manager---cargo/job
Curana Health,Nurse Practitioner or Physician Assistant - part time (1-2 weekdays/week),"Palm Coast, FL, US",https://general-careers-curanahealth.icims.com/jobs/3131/nurse-practitioner-or-physician-assistant---part-time-%281-2-weekdays-week%29/job
Clio,Senior Customer Enablement Specialist,Manchester; United Kingdom; London,https://clio.wd3.myworkdayjobs.com/ClioCareerSite/job/Manchester/Senior-Customer-Enablement-Specialist_BF-REQ-4134
VAST Data,Civilian Account Director,Washington D.C,https://www.comeet.com/jobs/vastdata/43.001/civilian-account-director/EA.26A
Branch,"Senior Partnerships Manager - MarTech / AdTech, EMEA","London, Greater London, England, United Kingdom",https://branch.io/careers/apply/?gh_jid=7555167
Uniphore,Software Engineer," Bangalore, India ; India",https://uniphore.wd503.myworkdayjobs.com/Uniphore/job/India---Bangalore/Software-Engineer_JR100929
Databricks,Software Engineer- Fullstack- Tokyo,"Tokyo, Japan",https://databricks.com/company/careers/open-positions/job?gh_jid=8345074002
Gladly,"Strategic Account Manager, Lower Enterprise","Remote, Colombia",https://www.gladly.ai/careers/?utm_source=greenhouse-recruiting&utm_medium=referral&utm_campaign=careers&gh_jid=7776661
DataRobot,Senior Python Software Engineer - (Data&Connectors),Canada,https://datarobot.wd1.myworkdayjobs.com/DataRobot_External_Careers/job/Remote-Canada---ON/Senior-Python-Software-Engineer----Data-Connectors-_R-102655
VAST Data,Systems Engineer,West Coast,https://www.comeet.com/jobs/vastdata/43.001/systems-engineer/93.862
Automation Anywhere,Software Engineer,"Bengaluru, India; India",https://automationanywhere.wd5.myworkdayjobs.com/AutomationAnywhereJobs/job/Bengaluru-India/Software-Engineer_JR1232
Cloudflare,"Solutions Engineer, Benelux",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7742347?gh_jid=7742347
VAST Data,Senior Systems Engineer - Higher Ed & SLED - NJ,New York,https://www.comeet.com/jobs/vastdata/43.001/senior-systems-engineer---higher-ed--sled---nj/5D.D56-45.503
Monte Rosa Therapeutics,"Director, Financial Planning & Analysis","Boston, MA, US",https://careers-monterosatx.icims.com/jobs/1194/director%2c-financial-planning-%26-analysis/job
IonQ,Senior Quantum Field Engineer - India,"Mumbai, Maharashtra, India",https://job-boards.greenhouse.io/ionq/jobs/5821059004
Cloudflare,Global Trade Compliance Intern (Summer 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/7799138?gh_jid=7799138
Tulip Interfaces,Enterprise Account Executive - DACH,"Munich, Germany; München, Deutschland",https://tulip.co/careers/job-posting/?gh_jid=6605304003
Perplexity AI,Member of Technical Staff (Backend Software Engineer),"London, UK, United Kingdom; London; Belgrade; Berlin",https://jobs.ashbyhq.com/Perplexity/2cef7831-6ed3-4663-aec4-57f79f08c95a
Synthesia,Solutions Consultant,United Kingdom; UK Remote,https://jobs.ashbyhq.com/synthesia/e7ff7ec3-cf5b-4bf8-a161-fe0471e81653
VAST Data,Senior Systems Engineer - Higher Ed & SLED - NJ,New Jersey,https://www.comeet.com/jobs/vastdata/43.001/senior-systems-engineer---higher-ed--sled---nj/5D.D56
Databricks,Sr. Staff Security Engineer,"Aarhus, Denmark; Amsterdam, Netherlands; Berlin, Germany; London, United Kingdom",https://databricks.com/company/careers/open-positions/job?gh_jid=8457715002
Databricks,Staff Software Engineer - Backend,"Aarhus, Denmark",https://databricks.com/company/careers/open-positions/job?gh_jid=7642799002
Cloudflare,"Director of Sales, Digital Native Named (East)",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7766513?gh_jid=7766513
Mejuri,Floor Lead (Retail) (Part-time),"Garden State Plaza, Paramus",https://job-boards.greenhouse.io/mejuri/jobs/4663171006
Genmo,Research Engineer (New Grad),"San Francisco, California, USA; San Francisco HQ",https://jobs.ashbyhq.com/genmo/9b5477f4-97af-4aaa-b855-910c982ce191
Cloudflare,Threat Detection and Incident Response Intern (Summer 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/7577205?gh_jid=7577205
Nitra,Account Executive,"Washington, District of Columbia, USA",https://jobs.lever.co/nitra/5750374e-69f7-4923-89d3-460c0aa878b7
NinjaOne,Customer Lifecycle Marketing Specialist,"Sydney, New South Wales, Australia",https://jobs.jobvite.com/ninjaone/job/ogGKzfwZ?nl=1&fr=true
VAST Data,Backend Developer – Python Expert,Israel - Tel Aviv,https://www.comeet.com/jobs/vastdata/43.001/backend-developer--python-expert/D8.700
Uniphore,Staff Software Engineer - SRE (GO programming)," Bangalore, India ; India; Chennai, India",https://uniphore.wd503.myworkdayjobs.com/Uniphore/job/India---Bangalore/Staff-Software-Engineer---SRE--GO-programming-_JR100987
Stablix,Pr./Sr./Scientist — Biomolecular Sciences,"New York, New York",https://www.stablix.com/_files/ugd/f71888_347a82f8d2614be6b492e3c9af9fac5b.pdf
Translucent,Senior Fullstack Software Engineer,New York City,https://job-boards.greenhouse.io/translucent/jobs/4109132009
Databricks,Sr. Specialist Solutions Architect - Builder Team,"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=8493787002
MBX Biosciences,"Associate Director, Regulatory CMC",Greater Boston Area,https://mbxbio.com/job-details/?gh_jid=5098511008
Aurinia Pharmaceuticals,Immunology Sales Specialist - DC-Virginia,"Rockville, Rockville - Remote",https://auriniacareers.ttcportals.com/jobs/17292959-immunology-sales-specialist-dc-virginia
VAST Data,Senior Legal Counsel,United States,https://www.comeet.com/jobs/vastdata/43.001/senior-legal-counsel/80.463
Databricks,Enterprise Hunter Account Executive,"Paris, France",https://databricks.com/company/careers/open-positions/job?gh_jid=7851145002
IonQ,Join Our Talent Community!,Talent Community,https://job-boards.greenhouse.io/ionq/jobs/5394784004
VAST Data,Corporate FP&A Manager,"East Coast, United States",https://www.comeet.com/jobs/vastdata/43.001/corporate-fpa-manager/24.765
Cloudflare,"Senior Majors Account Executive - Bentonville, AR",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7361503?gh_jid=7361503
NinjaOne,Strategic Solutions Architect – MDM,Germany,https://jobs.jobvite.com/ninjaone/job/oxcNzfwP?nl=1&fr=true
Curana Health,Nurse Practitioner or Physician Assistant,"College Station, TX, US",https://general-careers-curanahealth.icims.com/jobs/3163/nurse-practitioner-or-physician-assistant/job
Ledgy,Staff/Senior Software Engineer,Poland,https://job-boards.eu.greenhouse.io/ledgy/jobs/4612557101
Databricks,Senior Software Engineer - Networking Infra,"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=7619810002
NinjaOne,Enterprise Support Engineer,"Austin, Texas, United States",https://jobs.jobvite.com/ninjaone/job/oCEVzfwu?nl=1&fr=true
Genmo,Founding Product Designer,"San Francisco, California, USA; San Francisco HQ",https://jobs.ashbyhq.com/genmo/1eec9a21-b686-498c-8ca5-27fe9c44e2b6
VAST Data,"Resident Customer Support Engineer (Onsite - Lehi, Utah)",Utah,https://www.comeet.com/jobs/vastdata/43.001/resident-customer-support-engineer-onsite---lehi-utah/A7.55F
Marathon Health,"Nurse Practitioner - Anchorage, AK","Anchorage, AK; United States of America",https://marathonhealth.wd501.myworkdayjobs.com/Marathon-Health-Careers/job/AK-Anchorage/Nurse-Practitioner---Anchorage--AK_JR107177
Curana Health,Physician - part time,"Saint Simons Island, GA, US",https://general-careers-curanahealth.icims.com/jobs/3370/physician---part-time/job
Sana,Solutions Engineer,United Kingdom; London,https://jobs.ashbyhq.com/sana-roles/a7d76b20-7ed4-4d11-b562-88692cb3a188
Databricks,"Strategic Account Executive - Chemicals, m/f/d","Hesse, Germany",https://databricks.com/company/careers/open-positions/job?gh_jid=8403500002
Databricks,Delivery Solutions Architect,"Finland; Remote - Denmark; Stockholm, Sweden",https://databricks.com/company/careers/open-positions/job?gh_jid=8441894002
Cloudflare,"Territory Account Executive, Alberta",Distributed,https://boards.greenhouse.io/cloudflare/jobs/7263002?gh_jid=7263002
Monte Rosa Therapeutics,"Associate Director, CMC - Contracts Management","Basel, CH",https://careers-monterosatx.icims.com/jobs/1175/associate-director%2c-cmc---contracts-management/job
VAST Data,Customer Support Engineer - APAC,Sydney Australia,https://www.comeet.com/jobs/vastdata/43.001/customer-support-engineer---apac/77.A1C
Formlabs,EE Lead,Shenzhen,https://careers.formlabs.com/job/7584706/apply/?gh_jid=7584706
Formlabs,Services Engineer,"Budapest, Hungary",https://careers.formlabs.com/job/7359306/apply/?gh_jid=7359306
Databricks,Senior Software Engineer (Money),"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=7654347002
VAST Data,Account Executive - FSI (Raytheon),Texas,https://www.comeet.com/jobs/vastdata/43.001/account-executive---fsi-raytheon/2A.565-6A.50E
Cloudflare,Technical Marketing Intern (Summer/Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/7733496?gh_jid=7733496
Databricks,Enterprise Account Executive - FSI,"Tokyo, Japan",https://databricks.com/company/careers/open-positions/job?gh_jid=8440900002
Databricks,Startup Core Account Executive,"Sydney, Australia",https://databricks.com/company/careers/open-positions/job?gh_jid=8441873002
Curana Health,"Nurse Practitioner or Physician Assistant - part time ($2,000 Sign-On bonus)","Albuquerque, NM, US",https://general-careers-curanahealth.icims.com/jobs/2824/nurse-practitioner-or-physician-assistant---part-time-%28%242%2c000-sign-on-bonus%29/job
Cloudflare,"Solutions Architect, AI/Cloudflare Developer Platform",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7505582?gh_jid=7505582
Slash,Content Creator,,https://www.joinslash.com/jobs/content-creator
IonQ,Financial Reporting & Equity Administration Staff Accountant,"College Park, Maryland, United States",https://job-boards.greenhouse.io/ionq/jobs/5783722004
Branch,"Strategic Account Manager - MarTech / AdTech, EMEA","London, Greater London, England, United Kingdom",https://branch.io/careers/apply/?gh_jid=7645003
Sana,Frontend Engineer,"Stockholm, Stockholm, Sweden; Stockholm",https://jobs.ashbyhq.com/sana-roles/996e1b75-31d9-44e0-aaf8-c95e57fdea0d
Formlabs,Technical Customer Support Agent - French speaking,"Budapest, Hungary",https://careers.formlabs.com/job/7739134/apply/?gh_jid=7739134
Twelve Labs,Lead Product Designer,"San Francisco, CA, United States; San Francisco; Los Angeles, CA",https://jobs.ashbyhq.com/twelve-labs/5b54caff-ce8f-4d63-93cc-c4931216e55f
Cloudflare,"Senior Majors Account Executive - San Francisco, Bay Area",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7361295?gh_jid=7361295
IonQ,"Software Engineering Director, Cloud Services","Bothell, Washington, United States; College Park, Maryland, United States",https://job-boards.greenhouse.io/ionq/jobs/5799314004
SafeRide Health,"Vice President, Government Strategy",United States,https://saferidehealth.bamboohr.com/careers/263
Databricks,Engineering Manager - Backend,"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=7439442002
Tempus Labs,Molecular Technologist I-III,Research Triangle Park; United States of America,https://tempus.wd5.myworkdayjobs.com/Tempus_Careers/job/Research-Triangle-Park/Molecular-Technologist-I-III_JR202500862
Curana Health,Psychotherapist/Counselor,"Spartanburg, SC, US",https://general-careers-curanahealth.icims.com/jobs/3303/psychotherapist-counselor/job
Twelve Labs,Senior Talent Sourcing Partner (1-Year Contract & Renewable),"Seoul, South Korea; Seoul, South Korea",https://jobs.ashbyhq.com/twelve-labs/d293a867-6c07-4678-a469-02b8a77e0d6c
Tempus Labs,"Senior Software Engineer II, Data Products",Chicago; United States of America,https://tempus.wd5.myworkdayjobs.com/Tempus_Careers/job/Chicago/Engineering-Lead--Data-Products-Platform_JR202600135-1
IonQ,"Senior Quantum Sales Executive - US Enterprise, Financial Services","Remote, US",https://job-boards.greenhouse.io/ionq/jobs/5828531004
Sana,Future Opportunities,"Stockholm, Stockholm, Sweden; United Kingdom; Stockholm; London",https://jobs.ashbyhq.com/sana-roles/b1096ab7-c09e-4bff-a29b-135ef8dd7607
Curana Health,Nurse Practitioner or Physician Assistant - $10k Sign On Bonus,"Grundy Center, IA, US",https://general-careers-curanahealth.icims.com/jobs/3124/nurse-practitioner-or-physician-assistant---%2410k-sign-on-bonus/job
Curana Health,Nurse Practitioner or Physician Assistant (7 on 7 off Schedule),"Temple, TX, US",https://general-careers-curanahealth.icims.com/jobs/3065/nurse-practitioner-or-physician-assistant-%287-on-7-off-schedule%29/job
VAST Data,Regional Sales Manager ASEAN,Singapore,https://www.comeet.com/jobs/vastdata/43.001/regional-sales-manager-asean/9D.764
Synthesia,Regional Director of Strategic Sales UK&I,"London, Greater London, United Kingdom; London",https://jobs.ashbyhq.com/synthesia/7221d32e-c95f-48b3-b60c-cc07fb177c9c
VAST Data,Account Executive - Chicago,"Chicago, Illinois",https://www.comeet.com/jobs/vastdata/43.001/account-executive---chicago/6D.76E
VAST Data,Senior Software Engineer - V-Force,"RTP, North Carolina",https://www.comeet.com/jobs/vastdata/43.001/senior-software-engineer---v-force/94.653
Curana Health,"Nurse Practitioner or Physician Assistant - part time - $7,500.00 Sign-on bonus","Lancaster, PA, US",https://general-careers-curanahealth.icims.com/jobs/2752/nurse-practitioner-or-physician-assistant---part-time---%247%2c500.00-sign-on-bonus/job
Databricks,Senior Software Engineer - Backend,"Berlin, Germany",https://databricks.com/company/careers/open-positions/job?gh_jid=7477087002
Twelve Labs,"Senior Machine Learning Engineer, Pegasus","Seoul, South Korea; Seoul, South Korea",https://jobs.ashbyhq.com/twelve-labs/e3dfecdc-7ad3-4dd0-845c-926c7c67ad38
Marathon Health,Medical Director (Northeast Region),,https://marathonhealth.wd501.myworkdayjobs.com/Marathon-Health-Careers/job/Medical-Director--Northeast-Region-_JR106615-1
Cloudflare,Named Account Executive,Hybrid,https://boards.greenhouse.io/cloudflare/jobs/6540163?gh_jid=6540163
AI Squared,Data Scientist,"Washington, DC",https://job-boards.greenhouse.io/aisquared/jobs/4604009006
World Labs,Staff Platform Engineer (Databases & Storage),San Francisco,https://job-boards.greenhouse.io/worldlabs/jobs/4194381009
IonQ,Senior Quantum Field Engineer - Bioscience,"Remote, US; Toronto, Ontario, Canada",https://job-boards.greenhouse.io/ionq/jobs/5787963004
Greenlight,Risk Management Specialist,"Bengaluru, Karnataka",https://jobs.lever.co/greenlight/6dfd212f-f059-45e8-85bc-5830d0ad9645
Databricks,Solutions Architect Consumer France,"Paris, France",https://databricks.com/company/careers/open-positions/job?gh_jid=8392406002
Databricks,Staff Platform Monitoring Engineer,"Amsterdam, Netherlands",https://databricks.com/company/careers/open-positions/job?gh_jid=8407031002
Formlabs,Head of People - EMEA & APAC,"Budapest, Hungary",https://careers.formlabs.com/job/7821302/apply/?gh_jid=7821302
Curana Health,Nurse Practitioner or Physician Assistant - Float - $5k sign-on bonus,"Pittsburgh, PA, US",https://general-careers-curanahealth.icims.com/jobs/3165/nurse-practitioner-or-physician-assistant---float---%245k-sign-on-bonus/job
Databricks,Solutions Architect (Indonesia),Singapore,https://databricks.com/company/careers/open-positions/job?gh_jid=8438763002
Outrider,"Autonomous Vehicle Operator, CDL-A (6-MO Temporary)","Henderson, CO",https://job-boards.greenhouse.io/outrider/jobs/5159771008
Databricks,Sr. Solutions Engineer,"Auckland, New Zealand",https://databricks.com/company/careers/open-positions/job?gh_jid=8437014002
Synthesia,Culture Editor,"New York City, New York, United States; New York City",https://jobs.ashbyhq.com/synthesia/4a623825-93f9-4b90-b995-494f6cbf9a7f
VAST Data,V-Force Senior Software Engineer - RTP,"RTP, North Carolina",https://www.comeet.com/jobs/vastdata/43.001/v-force-senior-software-engineer---rtp/E1.26B
Databricks,Account Executive - West,"Mumbai, India",https://databricks.com/company/careers/open-positions/job?gh_jid=6918763002
Mejuri,Responsable de Plancher (Temps Plein),"Holt Renfrew, Ogilvy, Montreal",https://job-boards.greenhouse.io/mejuri/jobs/4667760006
Marathon Health,"PRN Occupational Registered Nurse - Fayetteville, NC","Fayetteville, NC; United States of America",https://marathonhealth.wd501.myworkdayjobs.com/Marathon-Health-Careers/job/NC-Fayetteville/PRN-Occupational-Registered-Nurse---Fayetteville--NC_JR102415
Cloudflare,CxO Transformation Partners Intern - (Summer/Spring/Fall 2026),In-Office,https://boards.greenhouse.io/cloudflare/jobs/7786702?gh_jid=7786702
Cloudflare,Senior Majors Account Executive - Houston,Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7773428?gh_jid=7773428
Cloudflare,"Senior Named Account Executive, Canada",Distributed,https://boards.greenhouse.io/cloudflare/jobs/6199146?gh_jid=6199146
VAST Data,Senior Systems Engineer - Higher Ed and SLED - TOLA,"Austin, TX",https://www.comeet.com/jobs/vastdata/43.001/senior-systems-engineer---higher-ed-and-sled---tola/44.863-80.50D
Databricks,Strategic Enterprise Lakebase Account Executive,"London, United Kingdom",https://databricks.com/company/careers/open-positions/job?gh_jid=8449852002
Databricks,"Lead Engagement Manager, LATAM","Sao Paulo, Brazil",https://databricks.com/company/careers/open-positions/job?gh_jid=8445723002
Echodyne,Manufacturing Quality Analyst,"Kirkland, WA",https://job-boards.greenhouse.io/echodynecorp/jobs/4667923006
VAST Data,Cloud FinOps Engineer,Israel - Tel Aviv,https://www.comeet.com/jobs/vastdata/43.001/cloud-finops-engineer/5A.66C
Uniphore,Sr.Software Engineer(Backend)," Chennai, India ; India",https://uniphore.wd503.myworkdayjobs.com/Uniphore/job/India---Chennai/SrSoftware-Engineer-Backend-_JR100985-1
VAST Data,Account Executive - Hedge Funds,New York,https://www.comeet.com/jobs/vastdata/43.001/account-executive---hedge-funds/6D.766
Synthesia,"Staff Engineer, Machine Learning","London, United Kingdom; Europe",https://jobs.ashbyhq.com/synthesia/b1f960fd-f07a-4788-8e5c-8a7c62c77fb2
NinjaOne,Ausbildung zum/zur Kaufmann/-frau für Büromanagement,Germany,https://jobs.jobvite.com/ninjaone/job/oFOTzfwF?nl=1&fr=true
Cloudflare,"Senior Solutions Engineer, Enterprise Accounts - Charlotte or Raleigh, NC",Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7782508?gh_jid=7782508
Cloudflare,Account Executive Public Sector UKI Ministry Of Defence (MoD),Hybrid,https://boards.greenhouse.io/cloudflare/jobs/7480799?gh_jid=7480799
Databricks,Staff Software Engineer - Developer Experience,"Amsterdam, Netherlands",https://databricks.com/company/careers/open-positions/job?gh_jid=8029676002
Robinhood,Deputy MLRO / AML Lead,"Luxembourg, Luxembourg",https://boards.greenhouse.io/robinhood/jobs/7592187?t=gh_src=&gh_jid=7592187
Metabase,Business Operations Manager (Commercial Operations),Remote (US & Canada),https://jobs.lever.co/metabase/4dafd709-96e2-46f2-98cd-cbbf514db940
Sana,Fullstack Product Engineer (Learn & Agents),"Stockholm, Stockholm, Sweden; Stockholm",https://jobs.ashbyhq.com/sana-roles/7a9b7a07-f510-42b7-8f9d-a5d4104a8b9f
VAST Data,Business Development Director - Oracle Cloud Infrastructure,United States,https://www.comeet.com/jobs/vastdata/43.001/business-development-director---oracle-cloud-infrastructure/CD.66B
VAST Data,"Resident Customer Support Engineer - Memphis, TN","Memphis, TN",https://www.comeet.com/jobs/vastdata/43.001/resident-customer-support-engineer---memphis-tn/40.64A
Curana Health,Nurse Practitioner or Physician Assistant,"Charlotte, NC, US",https://general-careers-curanahealth.icims.com/jobs/3394/nurse-practitioner-or-physician-assistant/job
Curana Health,Psychotherapist/Counselor - $5k sign-on bonus,"Des Moines, IA, US",https://general-careers-curanahealth.icims.com/jobs/2475/psychotherapist-counselor---%245k-sign-on-bonus/job
VAST Data,Senior Software Engineer - Protocols,Israel - Tel Aviv,https://www.comeet.com/jobs/vastdata/43.001/senior-software-engineer---protocols/96.61A
Bluefish AI,Senior Data Scientist,"New York, Hybrid",https://job-boards.greenhouse.io/bluefishai/jobs/4639824008
Clio,"Content Manager, US Case Law",United States of America,https://clio.wd3.myworkdayjobs.com/ClioCareerSite/job/Remote---USA/Content-Manager--US-Case-Law_BF-REQ-4222
VAST Data,Core Database Developer (Database Internals),Israel - Tel Aviv,https://www.comeet.com/jobs/vastdata/43.001/core-database-developer-database-internals/08.D5A
Databricks,Senior Staff Software Engineer - Unity Catalog Runtime Enforcement,"London, United Kingdom",https://databricks.com/company/careers/open-positions/job?gh_jid=8422481002
Databricks,Solutions Architect : Data & AI,"Pune, India",https://databricks.com/company/careers/open-positions/job?gh_jid=8346277002
Formlabs,Customer Service Agent,"Budapest, Hungary",https://careers.formlabs.com/job/4994162/apply/?gh_jid=4994162
Databricks,"Regional Vice President, Lakebase Sales Specialists",United States,https://databricks.com/company/careers/open-positions/job?gh_jid=8449838002
Conviva,Senior/Principal Product Builder,"Beijing, China",https://www.conviva.com/careers/job/7651912003?gh_jid=7651912003
Bluefish AI,"Customer AI Strategist, EMEA","EMEA, Remote",https://job-boards.greenhouse.io/bluefishai/jobs/5128185008
MBX Biosciences,"Vice President, Biometrics",Greater Boston Area,https://mbxbio.com/job-details/?gh_jid=5054761008
Clockwork Systems,"Director, Technical Partnerships","Palo Alto, Ca",https://job-boards.greenhouse.io/clockworksystems/jobs/5801100004
Mirum Pharmaceuticals,"Senior Director, Regulatory Affairs CMC",Foster City,https://job-boards.greenhouse.io/mirumpharmaceuticals/jobs/5052439007
Databricks,Solutions Architect - FSI,"Munich, Germany",https://databricks.com/company/careers/open-positions/job?gh_jid=8481717002
Clio,Senior Product Solution Architect,London; United Kingdom; Manchester,https://clio.wd3.myworkdayjobs.com/ClioCareerSite/job/London/Senior-Product-Solution-Architect_BF-REQ-4078
Curana Health,Physician - $25k Sign-on Bonus,"Cedar Rapids, IA, US",https://general-careers-curanahealth.icims.com/jobs/2732/physician---%2425k-sign-on-bonus/job
VAST Data,Director of Revenue - Finance,Israel - Tel Aviv,https://www.comeet.com/jobs/vastdata/43.001/director-of-revenue---finance/0E.162-E2.101
Uniphore,Senior Manager - Customer Success,Saudi Arabia,https://uniphore.wd503.myworkdayjobs.com/Uniphore/job/Saudi-Arabia---Remote/Senior-Manager---Customer-Success_JR100880
Matroid,Vision Application Technician,"PALO ALTO, CA",https://matroid.breezy.hr/p/85d196b3c592-vision-application-technician
Clio,Customer Support Specialist (New Grads),Vancouver; Canada; Calgary,https://clio.wd3.myworkdayjobs.com/ClioCareerSite/job/Vancouver/Customer-Support-Specialist_BF-REQ-2806
Databricks,Sr. Staff/ Staff Backline Technical Solution engineer,"Bengaluru, India",https://databricks.com/company/careers/open-positions/job?gh_jid=8375176002
Curana Health,Physician - PRN,"Phoenix, AZ, US",https://general-careers-curanahealth.icims.com/jobs/3061/physician---prn/job
Bluefish AI,Director of Growth,"New York, Hybrid",https://job-boards.greenhouse.io/bluefishai/jobs/5116645008
Veza,Sr Technical Support Engineer,Slovenia,https://job-boards.greenhouse.io/veza/jobs/5720669004
Monte Rosa Therapeutics,"Senior Scientist, Medicinal Chemistry Discovery","Basel, CH",https://careers-monterosatx.icims.com/jobs/1192/senior-scientist%2c-medicinal-chemistry-discovery/job
